Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Senior Staff Associate,Noida,,Corporate Training Department,5 Jan 2019,1.0,1.0,1.0,4.0,4.0,1.0,1.0,Compensation  & Benefits,"Culture, Growth Opportunities, politics, work environment"
Lsmr Engineer,Patan,,,4 Mar 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good,employee termena son
Technical Support Manager,Gurgaon/Gurugram,,Voice / Blended Department,4 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,System oriented organization,There is nothing to dislike
Associate,Noida,,Mobile plant  Department,6 Oct 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I feel proud to be a employ of this company nd I feel guilty to leav this company but dew to personal reasons had to leave.  In future if I get chance to join here I'll be definitely join with happy.,Nothing could heart me here..
Senior Service Engineer Of VRF System,Jaipur,,Service Department,9 Feb 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Best customer satisfaction.
Organized team work.
Accuracy.",Growth.
Networking,Chennai,,networking Department,8 Aug 2017,5.0,5.0,3.0,4.0,5.0,3.0,3.0,l am interested company,12000
Senior Executive Logistic And Inventory Management,Indore,,Logistic  Department,6 May 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Fully supported,
Senior Engineer,Noida,Full Time,"Operations, Maintenance & Support Department",7 Dec 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I love the fact that i am a part of a team that market reliable and high quality products,Nothing
Sales Officer,Bhubaneswar,Full Time,Enterprise & B2B Sales Department,2 Apr 2019,3.0,2.0,2.0,3.0,3.0,3.0,2.0,DEMAND IN THE MARKET WHICH DIRECTLY PROPORTIONAL TO RESPECT WHICH A DEALERS OFFER TO ITS EMPLOYEE,"NO GROWTH OPPORTUNITY,NO WORK LIFE BALANCE,SENIORS ARE VERY AUTHORITATIVE"
Deputy Circle Head,Kochi/Cochin,Full Time,Top Management Department,2 Feb 2022,5.0,4.0,4.0,5.0,3.0,5.0,3.0,Company culture is good,Indian management is bad
Software Engineer,Noida,,Software Development Department,7 Nov 2020,4.0,4.0,3.0,4.0,1.0,4.0,3.0,"Team is very good and supportive,job going well,good for career growth,salary/appraisal is also good,no politics,work environment is good,good for innovative products,work life balance is satisfactory.",Onsite trainings usually taken by me only.
Assistant Manager,Shimla,,,1 Jun 2019,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"You will get Job security, but with respect to job satisfaction and Work-life balance, you should not expect much. It is a decent company with decent pay.",The scope of the employees is not well defined.
Senior Software Developer,Chennai,,Software Development Department,7 Jul 2021,3.0,2.0,4.0,3.0,4.0,2.0,3.0,This is good place for learning. But there has no personal life.,Work pressure is very high. I have to work 15 days without week off.
Isd,Kolkata,,Retail & B2C Sales Department,0 Dec 2019,4.0,2.0,5.0,3.0,3.0,3.0,4.0,Everything fine except job security,No job security
Senior Technician,Noida UP,,"Operations, Maintenance & Support Department",7 Jun 2020,5.0,3.0,3.0,3.0,4.0,4.0,3.0,Awesome experience,Due to Company year on yaar our employees cut
Assistant Manager,Coimbatore,,Quality Department,7 May 2022,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,
Rso,Ranchi,,Retail & B2C Sales Department,5 Sep 2019,4.0,5.0,5.0,5.0,3.0,5.0,5.0,,
,,,,,,4.0,5.0,4.0,3.0,4.0,3.0,,
Project Coordinator,Pune,,Construction Engineering Department,3 Dec 2020,5.0,5.0,5.0,5.0,4.0,5.0,4.0,"I have work in this company last 3years ,its good and support company","i not dislike ,they release from project"
Ac Technician,Greater Noida,,,1 Feb 2021,5.0,3.0,3.0,3.0,5.0,3.0,5.0,I like,Well it's about south  Korean company nt  Indian so they  care every employee
Manufacturing,Noida,,Hhp  Department,9 Oct 2019,3.0,3.0,4.0,4.0,4.0,4.0,4.0,Your experience will tell you,Company policies are good
Rf Lead,Mumbai,,,4 Dec 2020,3.0,4.0,2.0,4.0,1.0,2.0,1.0,"No job security, will be released if project is over",Compensation
Manager,Bangalore,,Operations Department,1 Sep 2019,5.0,1.0,4.0,5.0,4.0,2.0,3.0,Work culture & work life balance,Working environment is very friendly and supportive.
Technical Support Engineer (Field),Kolkata,,Deployment Department,7 Jan 2020,5.0,5.0,4.0,5.0,4.0,5.0,5.0,"Overall experience is very good , no dislikes.",Very bad attitude and culture is happy.
Servie Engg,Bangalore,,"Operations, Maintenance & Support Department",8 Oct 2019,2.0,2.0,4.0,1.0,1.0,1.0,1.0,Selvam,"Very good work environment,seniors are very co-operative,good for learning new skills,"
Sales Officer - Rso,Gurugram,,Enterprise & B2B Sales Department,5 Mar 2019,5.0,4.0,5.0,5.0,5.0,5.0,5.0,"Compensation is good,Work pressure very high,some time i have to attend,client calls in the night after 7pm,my seniors are usually guide us step by step.which is very good.over all boss here are very helpfully by nature.",Samsung INDIA PRIVATE limited company is the old number one company
Technician,Noida,,OPERATOR  Department,8 Mar 2021,2.0,1.0,1.0,1.0,1.0,1.0,1.0,No,oqc job best
Oqc  Departments  As A Apprentices  In One Year Experience,Noida,,Construction / Manufacturing Department,6 Dec 2020,4.0,4.0,4.0,4.0,4.0,4.0,4.0,always ok,
Sales Manager,Lucknow,Full Time,Enterprise & B2B Sales Department,9 Nov 2019,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Incentives structure,Do give any FTS trip
State Manager,Patna,,Marketing Department,8 Aug 2019,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Work culture,Should be more employee friendly
Csa,VIJAYAWADA,,DevOps Department,3 Jun 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"ALL IS GOOD,
I HAVE GREAT FEELING FOR DO JOB IN SAMSUNG",NO
Area Sales Executive,Indore,,Enterprise & B2B Sales Department,6 May 2019,4.0,4.0,3.0,2.0,5.0,4.0,2.0,the company is create new innovation and gives to coustmer ew and diffrent thing to comptation. Samsung police is neet and clear. he is transparent each and everything  so i like this culture.,his ND police is very bad.
Apprenticesh,Noida,,"Operations, Maintenance & Support Department",9 Mar 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent,Nothing
Hr Business Partner,Gurgaon,,HR Operations Department,9 Apr 2019,2.0,1.0,1.0,3.0,2.0,1.0,1.0,Nothing the culture is bad. Company doesn't trust its employees. The policies are ancient.,Everything. There is no opportunity given for growth. You are on your own inside the organization.
Parts Coordinator,Agra,,,5 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"would be grate yo anyone to be a part of the organisation.
everyone learns new things nd strategy here for the continuous improvement.
Maximum job security in the trade",I think it is only depends on how we works nd what is our capability to perform.
Seles Executive,Pune,,Import & Export Department,7 Sep 2019,3.0,4.0,4.0,4.0,4.0,5.0,5.0,"Training, salary/appraisal, job security",Politics learning
Deputy Area Manager,Gurgaon,,Technology / IT Department,1 Oct 2019,4.0,1.0,1.0,1.0,1.0,5.0,1.0,only your coordinator feedback is required if he give best output regarding your self its ok as northern region manager only talk to coordinator only.,No working culture.
Mobile Service Engineer,Bagalkot,,Hardware Department,3 Nov 2019,3.0,1.0,5.0,2.0,1.0,5.0,4.0,"Samsung is very good company, there is authorised  training available from company,authorised  genuine  parts  also  available and tools  also,working systems also good","We not blaming to Samsung but Samsung authorised service centre bagalakot,bijapur,and jamakhandi, here no job security available,no any salary statements available,and salary also very poor level,salary dicided by owner,no any salary slips available to engineers,and is only as 5k,6k,8k,maximum is 12k to the engineers,and 3k 4k 5k 6kto the front office staps,and company also not ask any about salary package proofs,timing also over timing but not available over time allowance,and salary deductions also owner convenience,10 minit late coming also cut half salary but closing time not questionable,because your job is unsecured,there is no secure to female employees as I seen....Read More"
Assistant Manager,Kolkata,Full Time,,0 Sep 2019,2.0,3.0,4.0,3.0,2.0,2.0,3.0,Very systematic and process oriented,Employee discrimination is immense
Site Engineer,Raipur,,Security Officer Department,1 May 2021,4.0,4.0,4.0,1.0,3.0,4.0,4.0,Good work environment .supportive  team manegment.good company policy.,No
Lead Engineer,Noida,,Software Development Department,2 Jun 2019,2.0,4.0,3.0,2.0,4.0,2.0,2.0,Business Trips,Discrimination in salary/appraisals. Employees working on Equal positions have different base salaries.
Area Sales Executive,Patna,,Enterprise & B2B Sales Department,2 Dec 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work environment and culture teammates are very supportive and the management is transparent.,Ther is a lot of politics
Assistant Manager,Noida,,Custo Department,7 Feb 2020,3.0,1.0,3.0,3.0,3.0,2.0,3.0,Samsung working environment and style.,appraisal amount very low and no new BI tool .
Senior Executive,Gurgram Haryana,,Voice / Blended Department,2 Oct 2019,5.0,1.0,3.0,3.0,3.0,2.0,3.0,"Highly Process Driven, Professional HR Policies",Sometimes Approvals take longer time
Regional Sales And Marketing Manager,Mumbai,,,8 Jun 2019,5.0,3.0,4.0,2.0,2.0,4.0,2.0,Job security,"No personal growth
No work life balance"
Lead Engineer,Noida,,Software Development Department,0 May 2019,3.0,4.0,5.0,5.0,4.0,4.0,4.0,Overall good,The scope of development in latest technologies is just awesome here. Ample trainings are provided.
Sales Executive,Kolkata,,,9 Jan 2021,5.0,3.0,3.0,4.0,5.0,4.0,3.0,"The way the senior professionals are treated in this company is way beyond dissatisfactory. They would just love to care about Tier - I and II college freshers who join them and would equally humiliate and disrespect the senior professionals. Overall, I can say they just don't want senior professionals who have given the  company the name that it stands for, now. Salary and compensation benefits are equally awful for average performer, and the top class performers are limited to just 20-30% of the overall company population. So, on one hand they just put an upper limit on the number people who can top rank and on the other hand they treat disrespectfully to average performers in terms of salary and compensation....Read More",
Technical Leader,Bangalore,,Software Development Department,3 Feb 2019,3.0,1.0,5.0,5.0,1.0,5.0,5.0,,
,,,,,,4.0,5.0,1.0,2.0,2.0,2.0,,
Senior Executive,Gurgaon,Full Time,Administration Department,0 Mar 2019,4.0,4.0,4.0,4.0,4.0,5.0,3.0,Very good company to work with,Team mates are really good and Managers are always supportive to juniors but growth is quite slow. Minimal work pressure
Area Sales Manager,Bhubaneswar,,BD / Pre Sales Department,8 Apr 2022,3.0,1.0,3.0,4.0,2.0,2.0,2.0,Only Compensation,Culture is very good
"Assistant Manager, Production",Noida,,"Operations, Maintenance & Support Department",0 Mar 2022,4.0,4.0,3.0,4.0,5.0,5.0,3.0,Opportunities for juniors are limited,Free Environment
Area Service Executive,Raipur,,,0 Jan 2020,5.0,3.0,5.0,2.0,4.0,4.0,3.0,Extensive travel,Work Life Balanced
Engineer,Noida,,Software Development Department,1 Apr 2021,3.0,4.0,2.0,2.0,4.0,4.0,2.0,Certainly a Great place to work,They does'nt rehire easily :(
Deputy Manager Procurement,Noida,,Procurement & Purchase Department,8 Apr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Rubbish company,Rubbish company to work
Assistant Manager - Product Liability,Delhi,,Production & Quality Department,8 Jun 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Good,No
Sse,Patna,,,4 Apr 2021,4.0,3.0,4.0,2.0,3.0,1.0,3.0,working environment,timing
Administrator,Ahmedabad,,Retail & B2C Sales Department,1 May 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good for Salary hike with no Job security. Company travel and hardship policy is good for outpar employee.,There is no Job security for a single day in Samsung any time release call can came without intimation. Politics is so high if you don't have approaches then your job is not safe. Fursted working culture. In Samsung your hard work does not matter. Only matter is reference if you are from top label reference then there is no need to work can go for long leave without salary cut.
RF Cluster Lead,Shimla,,Quality Assurance and Testing Department,2 Aug 2018,1.0,3.0,2.0,3.0,1.0,3.0,1.0,,
Engineer,Chennai,Full Time,Designer Department,0 Dec 2019,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Good environment,Nothing
Deputy General Manager Purchase,Noida,Full Time,Procurement & Purchase Department,0 Nov 2019,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Good culture,Nothing
Senior Associate - Production,Chennai,,Manufacturing Engineering Department,1 Apr 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Working environment and job security,Working culture
Sales Manager,Gurgaon,,Enterprise & B2B Sales Department,1 Oct 2019,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Samsung has very good facilities of training and retaining talent.  Good team and good environment.,Nothing
"Robotic Welding, Maintenance, Robotic Teaching And Programming Engineer",Noida,,Maintenance and Automation Department,9 Jul 2019,4.0,4.0,4.0,5.0,5.0,5.0,4.0,Good Working Environment with benefits,Work life balance
Assistant Engineer Manufacturing Quality Management.,Noida Sector-81,,"Operations, Maintenance & Support Department",7 Apr 2019,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.5 lakh,3LAKH
Quality  Engineer,Chennai,,Production & Manufacturing Department,6 Apr 2019,4.0,4.0,3.0,5.0,5.0,3.0,3.0,Very strict and we'll training avarge increment.... And.... Slow promotion .....but well culture,Meeting. Training very strict  Carrer growth slow only increamnet.... Latest feature products...... Job secure 50-50
Instrument Technician,Greater Noida,,Quality Assurance and Testing Department,9 Jul 2019,5.0,4.0,5.0,4.0,5.0,4.0,5.0,"I WAS WORKING IN SAMSUNG INDIA ELECTRONICS LIMITED AS A
TEAM LEADER .THAT POINT OF TIME I AM GAINING AWESOME & AMAZING EXPERIENCE.",THAT POINT OF TIME I WAS CHANGE THIS JOB DUE TO GOING SALES .ONLY ONE REASON TO RESIGN THIS POST IN THIS COMPANY.
Sales Operations  Of Consumer Durable Home Appliances,Kolkata,,Ce Department,1 Feb 2019,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,
Sales Team Leader,Raipur,,,1 Nov 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,4.0,5.0,4.0,3.0,5.0,4.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
Samsung Site Engineer,Hazaribagh,,Construction Engineering Department,8 Dec 2019,4.0,2.0,3.0,3.0,2.0,3.0,3.0,"No training, no carrier growth only politics",Working culture and politics
Area Manager,Ranchi,,Technology / IT Department,1 Jun 2019,2.0,2.0,3.0,3.0,2.0,3.0,3.0,NIL,No Job Security in this Company. So much politics in office.
Assistant Manager,Jalandhar,,,0 Apr 2019,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Management bosses trainer team leader and and friends,nothing is dislike
Sales Executive,Goregaon,,Flight & Airport Operations Department,0 Aug 2021,5.0,1.0,1.0,3.0,1.0,1.0,1.0,Good experience,Super support
Samsung Experience Consultant,Guntur,,Sales & Marketing Department,9 Dec 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company to develop our carrier...,Nil
Assistant Manager Purchase,Sriperumbuthur Chennai,,Procurement & Purchase Department,1 May 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company rules is very nice,Company casual manpower is so poor skills
Apprentice,Noida,,Apprentice Department,5 Dec 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,The Company is good for Working. My all colleagues work happily in collaboration. For competitors planning is excellent.,The Company is good for compensation but career growth is slow in compare to  competitive and changing era.
Distribution Manager,"A-25, 26, 27, Pacific Business Park, (Ground Floor) 37/1 Sahibabad Industrial Area, (Site IV) Ghazia",,BD / Pre Sales Department,3 Oct 2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Good but not the best..,Pressure
Area Sales Executive,Patna,,,2 Nov 2021,5.0,4.0,4.0,4.0,4.0,4.0,3.0,My Work Culture are Very Enjoying...Daily to Daily Unkwon Person Conversion with me..,Samsung Mobile Division Service System very bad...
Territory Sales Executive,Jhargram,,,5 Jul 2021,5.0,3.0,5.0,5.0,1.0,3.0,4.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
Sales Executive,Banglore,Full Time,Enterprise & B2B Sales Department,4 Aug 2021,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Management and company policies,Shop owner
Quality Engineer,Varanasi,Full Time,Engineering Department,1 Jun 2019,5.0,4.0,5.0,4.0,5.0,5.0,4.0,"Company overall culture is good, work culture is also good.",Only politics is vry bad
Team Leader,"Jalgaon,nandurbar",Full Time,,4 Aug 2021,5.0,4.0,5.0,4.0,5.0,5.0,4.0,I am fully satisfied with my job.,Nothing for dislike
Area Sales Manager,,Full Time,BD / Pre Sales Department,1 Jan 2020,5.0,3.0,5.0,4.0,2.0,3.0,2.0,Free food and Free transport,"Very poor management. They do not value their employees. They hire freshers from IIT but do not allocate work according to their caliber. Also once you get senior, your salaries start to decrease because of very poor policies"
Company Driver,"Gurgaon/Gurugram, Haryana",,Engineering Department,3 Jun 2023,5.0,3.0,5.0,5.0,3.0,4.0,4.0,It's a good company having good standards,Asm working style with out knoledve
Chief Engineer,Noida,,Software Development Department,8 Aug 2018,1.0,3.0,5.0,5.0,3.0,4.0,4.0,Nothing,Full of dumbs
Electrical Engineer,,,,7 May 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Senior Technician,Noida,,"Operations, Maintenance & Support Department",2 Jul 2019,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Sales Executive,Vizag,,Enterprise & B2B Sales Department,4 Jan 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Area Sales Manager,"Jalpaiguri, West Bengal",,Enterprise & B2B Sales Department,5 Jan 2023,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,4.0,4.0,3.0,5.0,5.0,3.0,,
,,,,,,4.0,4.0,3.0,5.0,5.0,3.0,,
